Timestamp,Open,High,Low,Close,Volume
2017-05-20 00:00:00,0.37999,0.37999,0.37996,0.37996,10019.128067
2017-05-20 01:00:00,0.37995,0.37996,0.335,0.34494,70919.7638974
2017-05-20 02:00:00,0.34494,0.355,0.338,0.34487,483467.84496157
2017-05-20 03:00:00,0.34484,0.34484,0.32237,0.3338,241527.96020068
2017-05-20 04:00:00,0.33381,0.33912,0.315,0.315,418573.30025986
2017-05-20 05:00:00,0.315,0.33657,0.25,0.318,661409.91651051
2017-05-20 06:00:00,0.32992,0.32999,0.313,0.32498,245015.09498259
2017-05-20 07:00:00,0.32499,0.3299,0.3127,0.3183,197488.27614626
2017-05-20 08:00:00,0.3201,0.3254,0.29652,0.311,309183.66856714
2017-05-20 09:00:00,0.3013,0.3113,0.2911,0.305,79017.65010596
2017-05-20 10:00:00,0.305,0.31284,0.301,0.31284,67900.5900422
2017-05-20 11:00:00,0.3126,0.3299,0.31,0.325,263327.97100298
2017-05-20 12:00:00,0.32498,0.32729,0.31002,0.32088,74761.29523279
2017-05-20 13:00:00,0.3204,0.323,0.31732,0.323,28437.55778288
2017-05-20 14:00:00,0.323,0.32887,0.32111,0.32542,26356.20839543
2017-05-20 15:00:00,0.32685,0.32686,0.3195,0.32628,346837.32912994
2017-05-20 16:00:00,0.32588,0.34959,0.324,0.34347,379878.64590591
2017-05-20 17:00:00,0.33955,0.35378,0.33955,0.35378,190050.58454402
2017-05-20 18:00:00,0.35378,0.3699,0.34835,0.35538,172228.30713115
2017-05-20 19:00:00,0.35401,0.36059,0.3492,0.35779,73411.61919235
2017-05-20 20:00:00,0.35671,0.36438,0.35341,0.36203,246459.36561022
2017-05-20 21:00:00,0.365,0.37199,0.3556,0.35636,145845.73773514
2017-05-20 22:00:00,0.36279,0.36279,0.3389,0.35024,164459.15921172
2017-05-20 23:00:00,0.3515,0.35549,0.3413,0.34133,149386.03473187
2017-05-21 00:00:00,0.3414,0.35099,0.33907,0.34864,112376.81736056
2017-05-21 01:00:00,0.34729,0.3536,0.34155,0.35023,56991.66191788
2017-05-21 02:00:00,0.34989,0.36249,0.34552,0.36247,99539.17405877
2017-05-21 03:00:00,0.36229,0.36999,0.35843,0.3647,86989.29768793
2017-05-21 04:00:00,0.3612,0.36449,0.35501,0.356,47413.96994091
2017-05-21 05:00:00,0.35845,0.36334,0.34501,0.3468,217632.05115746
2017-05-21 06:00:00,0.34689,0.3574,0.34689,0.34716,72900.15631088
2017-05-21 07:00:00,0.347,0.35371,0.3455,0.3492,32774.37134617
2017-05-21 08:00:00,0.3455,0.35677,0.3435,0.35537,14300.50798047
2017-05-21 09:00:00,0.35479,0.36138,0.34985,0.355,36117.48065973
2017-05-21 10:00:00,0.354,0.357,0.35,0.357,36722.03144702
2017-05-21 11:00:00,0.35628,0.35798,0.35241,0.35798,40433.63717582
2017-05-21 12:00:00,0.35738,0.36998,0.357,0.36699,269291.27591423
2017-05-21 13:00:00,0.361,0.36599,0.3585,0.3585,134015.42862539
2017-05-21 14:00:00,0.36397,0.36699,0.3515,0.3515,116451.54755963
2017-05-21 15:00:00,0.355,0.35774,0.3491,0.35774,99324.97819403
2017-05-21 16:00:00,0.35761,0.35761,0.349,0.35099,89232.97525804
2017-05-21 17:00:00,0.349,0.35559,0.3457,0.35,122285.49881032
2017-05-21 18:00:00,0.35,0.35109,0.342,0.34489,257150.06856367
2017-05-21 19:00:00,0.343,0.3541,0.33388,0.341,486260.37162096
2017-05-21 20:00:00,0.341,0.34579,0.3367,0.3422,52224.09902792
2017-05-21 21:00:00,0.34123,0.34531,0.335,0.335,51142.38668508
2017-05-21 22:00:00,0.3393,0.34319,0.33126,0.33599,41264.97127008
2017-05-21 23:00:00,0.335,0.3381,0.32501,0.33,91222.98178141
2017-05-22 00:00:00,0.32715,0.33012,0.32102,0.325,61100.82506312
2017-05-22 01:00:00,0.328,0.34038,0.3278,0.33608,36464.3624017
2017-05-22 02:00:00,0.33309,0.3368,0.3231,0.33673,71538.59892984
2017-05-22 03:00:00,0.33666,0.34369,0.326,0.3314,325560.28912978
2017-05-22 04:00:00,0.327,0.33118,0.325,0.32576,55132.50148112
